status,tenant,productCode,sourceType,productType,supportCountryCode,vendorCode,dataPolicyCode,larkProductCode,typeOfSim,operatorCode,purchaseType,skuType,dataType,baseSimEsimSkuCode,importType,supportedCountries,supportedCountryName,dailyResetTime,activationTime,networkType,apnOriginal,apn,onsiteCarrier,localPhoneNumber,localNumberCountry,hotspot,kycCode,kycNeeded,kycLinks,topUpOptions,activation,unsupportedApps,telcoPerks,note,dataPlanType,dateCreated,lastModifiedDate,createdAt,createdBy,updatedAt,updatedBy
Active,VN,3EHKM3DP,3,E,HKM,3D,P,HKM3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"HK,MO","Hong Kong, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"HongKong: 3HK
Macao: 3HK",No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1754384041000,1771818105000,2026-04-29T17:54:40.816Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EHKG3DP,3,E,HKG,3D,P,HKG3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,HK,Hong Kong,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,HongKong: 3HK,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1755073013000,1771818105000,2026-04-29T17:54:40.816Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EHKG3DF,3,E,HKG,3D,F,HKG3DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,HK,Hong Kong,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,HongKong: 3HK,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1755073022000,1771818105000,2026-04-29T17:54:40.815Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EEU13DF,3,E,EU1,3D,F,EU13DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745691000,1771818105000,2026-04-29T17:54:40.814Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EEU13DP,3,E,EU1,3D,P,EU13DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745702000,1771818105000,2026-04-29T17:54:40.814Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EEU13DB,3,E,EU1,3D,B,EU13DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745702000,1771818105000,2026-04-29T17:54:40.813Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EEU13DA,3,E,EU1,3D,A,EU13DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745702000,1771818105000,2026-04-29T17:54:40.813Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EEAS3DP,3,E,EAS,3D,P,EAS3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"CN,HK,MO,JP,PH,KR,TW,TH,SG,ID,MY","China, Hong Kong, Macao, Japan, Philippines, South Korea, Taiwan, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1748502548000,1771818105000,2026-04-29T17:54:40.811Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EEAS3DF,3,E,EAS,3D,F,EAS3DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"CN,HK,MO,JP,PH,KR,TW,TH,SG,ID,MY","China, Hong Kong, Macao, Japan, Philippines, South Korea, Taiwan, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1748502341000,1771818105000,2026-04-29T17:54:40.811Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ECHN3DF,3,E,CHN,3D,F,CHN3DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753691588000,1771818105000,2026-04-29T17:54:40.810Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ECNM3DF,3,E,CNM,3D,F,CNM3DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"CN,MO","China, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1760956569000,1771818105000,2026-04-29T17:54:40.810Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ECHN3DP,3,E,CHN,3D,P,CHN3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753690186000,1771818105000,2026-04-29T17:54:40.810Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ECHN3DA,3,E,CHN,3D,A,CHN3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753690186000,1771818105000,2026-04-29T17:54:40.809Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ECHN3DB,3,E,CHN,3D,B,CHN3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753690186000,1771818105000,2026-04-29T17:54:40.809Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAS43DB,3,E,AS4,3D,B,AS43DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1754384339000,1771818105000,2026-04-29T17:54:40.808Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAS43DF,3,E,AS4,3D,F,AS43DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1754900142000,1771818105000,2026-04-29T17:54:40.808Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EAS43DP,3,E,AS4,3D,P,AS43DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1754384339000,1771818105000,2026-04-29T17:54:40.808Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAS43DA,3,E,AS4,3D,A,AS43DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1754384339000,1771818105000,2026-04-29T17:54:40.807Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAP13DP,3,E,AP1,3D,P,AP13DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"CN,MO,JP,PH,KR,TH,SG,ID,MY","China, Macao, Japan, Philippines, South Korea, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1758011128000,1771818105000,2026-04-29T17:54:40.807Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EAP13DF,3,E,AP1,3D,F,AP13DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"CN,MO,JP,PH,KR,TH,SG,ID,MY","China, Macao, Japan, Philippines, South Korea, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1758011084000,1771818105000,2026-04-29T17:54:40.806Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EANZ3DP,3,E,ANZ,3D,P,ANZ3DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Australia: Telstra
New Zealand: Spark",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768810093000,1771818105000,2026-04-29T17:54:40.806Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ENACSSD,3,E,NAC,SS,D,NACSSP,SIM,TMOBILE,Manual Purchase,Datapack,Daily Data,TMOBILEBLANK,Official,"US,MX,CA","United States of America, Mexico, Canada",Local time,"It will be activated on the day that is chosen on the purchase order. For more information, please refer to the “Note” section”.",4G/5G,APN：fast.t-mobile.com,APN：fast.t-mobile.com,T-mobile,Yes,US,Yes,1,No,,No,,,,"Total 5GB in Canada, Mexico
Check phone number press and call #686#
Check data usage press and call #932#",,1763520393000,1771815301000,2026-04-29T17:54:40.805Z,,2026-04-30T10:26:42.978Z,
Active,VN,3EANZ3DF,3,E,ANZ,3D,F,ANZ3DF,SIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLSIM,Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Australia: Telstra
New Zealand: Spark",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768810098000,1771818105000,2026-04-29T17:54:40.805Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ESEAJYP,3,E,SEA,JY,P,SEAJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",GMT+7,It will be activated after receiving the network signal.,3G/4G,mobile,mobile,Various,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-29T17:54:40.803Z,,2026-04-30T10:26:42.978Z,
Active,VN,3ESEAJYF,3,E,SEA,JY,F,SEAJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",GMT+7,It will be activated after receiving the network signal.,3G/4G,mobile,mobile,Various,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-29T17:54:40.803Z,,2026-04-30T10:26:43.222Z,
Active,VN,3ESAAJYF,3,E,SAA,JY,F,SAAJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,SA,Saudi Arabia,GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,STC,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1752808913000,1766123939000,2026-04-29T17:54:40.802Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EPHLJYF,3,E,PHL,JY,F,PHLJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,PH,Philippines,GMT+7,It will be activated after receiving the network signal.,3G/4G/5G,mobile.three.com.hk,mobile.three.com.hk,Globe,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-29T17:54:40.801Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EMRFJYP,3,E,MRF,JY,P,MRFJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GR,GP,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,CH,TR,AL,ID,IL,KZ,MD,UA,US","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Greece, Guadeloupe, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Switzerland, Turkey, Albania, Indonesia, Israel, Kazakhstan, Moldova, Ukraine, United States of America",GMT+7,It will be activated after receiving the network signal.,4G/5G,Plus,Plus,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (T-Mobile, AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab、Elisa、DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise), Poland (Polkomtel), Indonesia (telekomsel)",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-29T17:54:40.801Z,,2026-04-30T10:26:43.464Z,
Active,VN,3EPHLJYP,3,E,PHL,JY,P,PHLJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,PH,Philippines,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,Globe,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123912000,2026-04-29T17:54:40.801Z,,2026-04-30T10:26:43.222Z,
Active,VN,3EMLRJYY,3,E,MLR,JY,Y,MLRJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,"JP,KR,SG,MY,TH,CN,HK,MO,ID,IN,TW,KH,AU,PH,NZ,LK,PK,US,BD","Japan, South Korea, Singapore, Malaysia, Thailand, China, Hong Kong, Macao, Indonesia, India, Taiwan, Cambodia, Australia, Philippines, New Zealand, Sri Lanka, Pakistan, United States of America, Bangladesh",GMT+8,It will be activated after receiving the network signal.,4G,internet,internet,Various,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123862000,2026-04-29T17:54:40.800Z,,2026-04-30T10:26:43.742Z,
Active,VN,3EKORJYY,3,E,KOR,JY,Y,KORJYF,SIM,JOYTEL,API Purchase,Datapack,Fixed Data,JY17112022,Official,KR,South Korea,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,SK Telecom,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123912000,2026-04-29T17:54:40.799Z,,2026-04-30T10:26:43.742Z,
Active,VN,3EKORJYP,3,E,KOR,JY,P,KORJYP,SIM,JOYTEL,API Purchase,Datapack,Daily Data,JY17112022,Official,KR,South Korea,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,SK Telecom,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123912000,2026-04-29T17:54:40.798Z,,2026-04-30T10:26:43.742Z,
